Dataset,Id,Neighborhood,Exterior1st,Exterior2nd,ExterQual,BsmtQual,KitchenQual,GarageFinish,FireplaceQu,BsmtFinType1,HeatingQC,GarageType,BsmtExposure,MSZoning,Foundation,HouseStyle,MasVnrType,BsmtCond,SaleCondition,ExterCond,SaleType,LotShape,BsmtFinType2,GarageQual,Condition1,Electrical,RoofStyle,CentralAir,LotConfig,BldgType,Fence,LandContour,GarageCond,PavedDrive,Functional,MiscFeature,Alley,Condition2,Heating,RoofMatl,LandSlope,PoolQC,Street
test,982,OldTown,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,Ex,No,TA,Unf,TA,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
test,983,OldTown,Stucco,Stucco,WD,Norm,1.5Fin,Norm,CompShg,BLQ,Unf,Typ,Detchd,BrkTil,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,Fa,SBrkr,none,MnPrv,RM,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,984,OldTown,MetalSd,MetalSd,ConLw,Norm,1.5Fin,Norm,CompShg,LwQ,Rec,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,Fa,Normal,1Fam,Inside,TA,Fa,TA,SBrkr,none,none,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
test,985,OldTown,MetalSd,MetalSd,WD,Artery,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,N,Y,Pave
test,986,OldTown,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Hip,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,MnPrv,RM,Ex,No,Gd,Unf,Gd,none,None,Lvl,IR1,Gtl,Pave,Y,N,Pave
test,987,OldTown,Wd Sdng,Wd Sdng,WD,Norm,2Story,Norm,CompShg,LwQ,Rec,Typ,Detchd,BrkTil,Gd,Gambrel,GasA,TA,TA,Abnorml,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Pave,Y,Y,Pave
test,988,OldTown,MetalSd,MetalSd,WD,Norm,2Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,Fa,Fa,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,989,OldTown,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,BLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,Gd,SBrkr,none,none,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
test,990,OldTown,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Detchd,BrkTil,Gd,Gambrel,GasA,TA,TA,Partial,1Fam,Inside,Gd,TA,Fa,SBrkr,none,MnPrv,RM,Gd,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,991,OldTown,Wd Sdng,Wd Sdng,WD,Norm,2.5Unf,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,FuseA,none,MnPrv,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
test,992,OldTown,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,none,none,Typ,Attchd,CBlock,none,Gable,GasA,Fa,TA,Normal,1Fam,Inside,TA,none,none,SBrkr,none,none,RM,Gd,none,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,993,OldTown,Wd Sdng,Stucco,WD,Norm,SLvl,Norm,CompShg,none,none,Mod,Attchd,Slab,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,none,none,SBrkr,none,none,RM,Ex,none,TA,RFn,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,994,BrkSide,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,LwQ,Rec,Mod,Detchd,PConc,Gd,Gable,GasA,Fa,TA,Normal,1Fam,Inside,Gd,TA,TA,FuseA,none,none,RL,TA,No,TA,Unf,TA,none,None,Bnk,Reg,Mod,none,Y,N,Pave
test,995,BrkSide,MetalSd,MetalSd,WD,RRNn,1.5Fin,Artery,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Fa,TA,SBrkr,none,none,RM,TA,No,TA,Unf,TA,none,None,HLS,Reg,Gtl,none,Y,Y,Pave
test,996,BrkSide,MetalSd,MetalSd,CWD,Norm,1.5Fin,Norm,CompShg,Rec,Unf,Typ,Detchd,CBlock,none,Gable,GasA,Fa,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,997,BrkSide,VinylSd,MetalSd,WD,Norm,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdWo,RM,Ex,Mn,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,998,BrkSide,AsbShng,AsbShng,WD,Norm,1.5Unf,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RM,Ex,No,TA,Unf,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,999,BrkSide,VinylSd,VinylSd,WD,Norm,1.5Fin,Norm,CompShg,LwQ,Unf,Typ,Detchd,BrkTil,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1000,BrkSide,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Rec,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,MnPrv,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1001,BrkSide,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,Gd,Gable,GasA,Fa,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,GdPrv,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1002,BrkSide,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,ALQ,Unf,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseA,none,none,RM,Gd,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1003,OldTown,Wd Sdng,Wd Sdng,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,FuseA,none,MnPrv,RM,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1004,BrkSide,Wd Shng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,TA,none,None,Bnk,Reg,Gtl,Pave,P,Y,Pave
test,1005,BrkSide,HdBoard,HdBoard,ConLw,RRAn,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Family,1Fam,Inside,TA,Fa,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1006,OldTown,Wd Shng,Wd Sdng,WD,Feedr,2Story,Norm,CompShg,Rec,Unf,Typ,Attchd,BrkTil,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,FuseA,none,GdPrv,RM,Gd,No,Gd,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,N,Pave
test,1007,OldTown,AsbShng,AsbShng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,Fa,AdjLand,1Fam,Inside,TA,TA,TA,FuseA,none,MnPrv,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,N,Pave
test,1008,OldTown,AsbShng,AsbShng,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,AdjLand,1Fam,Inside,TA,TA,TA,FuseA,none,MnPrv,RM,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,N,Pave
test,1009,IDOTRR,HdBoard,HdBoard,WD,Norm,SLvl,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RM,Fa,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1010,IDOTRR,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,LwQ,Rec,Typ,Detchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,Ex,TA,TA,SBrkr,none,none,RM,Ex,No,Gd,Fin,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,1011,IDOTRR,MetalSd,MetalSd,WD,Norm,1.5Fin,Norm,CompShg,LwQ,Unf,Typ,Detchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,Fa,SBrkr,none,none,RM,Gd,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
test,1012,IDOTRR,MetalSd,MetalSd,COD,Norm,1.5Fin,Norm,CompShg,Rec,ALQ,Typ,Detchd,BrkTil,none,Gable,GasA,TA,TA,Abnorml,2fmCon,Inside,TA,Fa,TA,SBrkr,none,none,RM,TA,No,TA,RFn,TA,none,None,Lvl,Reg,Gtl,Grvl,Y,Y,Pave
test,1013,IDOTRR,Wd Sdng,Wd Sdng,COD,Artery,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,Fa,Abnorml,1Fam,Corner,Fa,TA,Fa,SBrkr,none,none,RM,Fa,No,TA,Unf,Fa,none,None,Lvl,Reg,Gtl,Grvl,N,Y,Pave
test,1014,Sawyer,Wd Sdng,Wd Sdng,WD,Feedr,2Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,TA,No,TA,Fin,TA,none,None,Bnk,Reg,Gtl,none,Y,Y,Pave
test,1015,SWISU,Plywood,Plywood,WD,Norm,1.5Fin,Norm,CompShg,ALQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,2fmCon,Corner,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,N,Pave
test,1016,Sawyer,HdBoard,HdBoard,WD,Norm,SFoyer,Norm,CompShg,ALQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,2fmCon,Inside,TA,Gd,TA,SBrkr,none,MnPrv,RL,TA,Av,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1017,Sawyer,HdBoard,HdBoard,WD,Norm,SFoyer,Norm,CompShg,BLQ,Unf,Min2,Detchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Gd,Av,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1018,Sawyer,HdBoard,HdBoard,WD,Feedr,1Story,Norm,CompShg,Rec,LwQ,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,N,Y,Pave
test,1019,Sawyer,HdBoard,HdBoard,WD,Norm,SLvl,Norm,CompShg,LwQ,BLQ,Typ,Detchd,CBlock,Po,Hip,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,TA,Gd,TA,Unf,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1020,Sawyer,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Rec,BLQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,MnPrv,RL,TA,Av,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1021,Sawyer,HdBoard,HdBoard,WD,Feedr,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,2fmCon,FR3,TA,Gd,TA,SBrkr,none,GdPrv,RL,Gd,Av,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1022,Sawyer,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,Rec,BLQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,Mn,TA,RFn,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1023,Sawyer,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,LwQ,BLQ,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1024,Sawyer,Plywood,Plywood,WD,Feedr,1Story,Norm,CompShg,Rec,ALQ,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,TA,SBrkr,none,MnPrv,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1025,Sawyer,BrkFace,BrkFace,WD,PosA,1Story,Norm,CompShg,Rec,ALQ,Typ,Attchd,CBlock,Gd,Hip,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,None,Bnk,Reg,Mod,none,Y,Y,Pave
test,1026,Sawyer,Wd Sdng,Wd Sdng,WD,Feedr,2Story,Norm,CompShg,BLQ,Unf,Mod,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,Fa,Gd,TA,SBrkr,Shed,none,RL,Fa,No,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1027,Sawyer,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,ALQ,Unf,Typ,Attchd,BrkTil,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,FuseA,none,MnPrv,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1028,Sawyer,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1029,Sawyer,Plywood,Plywood,WD,Feedr,1Story,Norm,CompShg,Rec,BLQ,Typ,Attchd,CBlock,Gd,Gable,GasA,TA,TA,Normal,1Fam,Corner,TA,TA,TA,SBrkr,none,none,RL,TA,Mn,TA,Unf,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1030,Sawyer,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,none,none,Min2,2Types,Slab,none,Gable,GasA,Fa,TA,Normal,1Fam,Inside,TA,none,none,FuseA,none,none,RL,TA,none,TA,Unf,Fa,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
test,1031,ClearCr,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,LwQ,Typ,Attchd,PConc,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,TA,Gd,TA,SBrkr,none,GdPrv,RL,Ex,No,TA,Fin,TA,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1032,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Detchd,CBlock,TA,Hip,GasA,TA,TA,Normal,1Fam,Corner,Gd,TA,Gd,SBrkr,none,none,RL,Ex,Mn,Gd,Unf,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1033,Edwards,MetalSd,MetalSd,COD,Norm,1Story,Norm,CompShg,Rec,Unf,Mod,Detchd,CBlock,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,IR1,Gtl,none,P,Y,Pave
test,1034,Edwards,Wd Sdng,Wd Sdng,WD,Feedr,1Story,Norm,CompShg,Unf,Unf,Mod,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,N,N,Pave
test,1035,ClearCr,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,LwQ,Unf,Min2,Attchd,CBlock,Gd,Hip,GasA,TA,TA,Normal,1Fam,Corner,Gd,Gd,Fa,SBrkr,none,none,RL,Ex,No,Gd,Fin,TA,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1036,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1037,SWISU,MetalSd,MetalSd,WD,Norm,1Story,Norm,CompShg,Rec,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,No,TA,Unf,TA,none,None,HLS,Reg,Gtl,none,Y,Y,Pave
test,1038,Edwards,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,none,none,Min2,Detchd,Slab,none,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,none,none,SBrkr,none,none,RL,TA,none,Gd,Unf,TA,none,None,Lvl,IR1,Gtl,none,N,N,Pave
test,1039,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,LwQ,GLQ,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Normal,TwnhsE,Inside,Ex,TA,TA,SBrkr,none,none,RL,Gd,No,TA,RFn,Gd,none,BrkFace,Lvl,Reg,Mod,none,Y,Y,Pave
test,1040,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Detchd,CBlock,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Fa,TA,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1041,Edwards,Wd Sdng,Wd Sdng,WD,Norm,1.5Fin,Norm,CompShg,LwQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,TA,Mn,TA,Unf,TA,none,None,Lvl,Reg,Gtl,none,Y,N,Pave
test,1042,Edwards,MetalSd,MetalSd,WD,Norm,1.5Fin,Norm,CompShg,Unf,Unf,Typ,Detchd,BrkTil,none,Gambrel,GasW,Fa,TA,Normal,1Fam,Inside,Fa,TA,Fa,SBrkr,none,MnPrv,RL,Fa,No,TA,Unf,Fa,none,None,Lvl,Reg,Gtl,none,P,N,Pave
test,1043,SawyerW,Wd Sdng,Wd Sdng,WD,Feedr,1.5Fin,Norm,CompShg,Unf,Unf,Min2,Attchd,CBlock,Po,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,TA,TA,SBrkr,none,none,RL,Ex,No,Gd,Unf,TA,none,None,Lvl,Reg,Gtl,none,P,Y,Pave
test,1044,SawyerW,VinylSd,VinylSd,CWD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,Gd,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1045,CollgCr,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,Fin,Gd,none,Stone,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1046,CollgCr,CmentBd,CemntBd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Hip,GasA,TA,TA,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,Fin,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1047,CollgCr,VinylSd,VinylSd,New,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Partial,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Av,Gd,RFn,Gd,none,Stone,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1048,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Mn,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1049,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Gd,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1050,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1051,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,RFn,Gd,none,None,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1052,SawyerW,HdBoard,HdBoard,WD,Norm,2Story,Norm,CompShg,GLQ,LwQ,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,GdPrv,RL,Ex,No,Gd,RFn,Gd,none,BrkFace,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1053,ClearCr,Wd Sdng,Wd Sdng,WD,Norm,1Story,Norm,WdShngl,LwQ,GLQ,Typ,Attchd,CBlock,Fa,Shed,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,Gd,SBrkr,none,none,RL,Ex,Gd,Gd,Fin,Gd,none,None,Low,IR1,Sev,none,Y,Y,Pave
test,1054,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,Gd,No,TA,Unf,TA,none,None,Lvl,IR2,Gtl,none,Y,Y,Pave
test,1055,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,TA,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1056,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,GLQ,Unf,Typ,Detchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,Gd,Gd,Gd,SBrkr,none,none,RL,Ex,No,TA,Unf,TA,none,None,Lvl,IR2,Gtl,none,Y,Y,Pave
test,1057,CollgCr,VinylSd,VinylSd,WD,Norm,1Story,Norm,CompShg,ALQ,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,GdPrv,RL,Ex,No,TA,Unf,TA,none,None,Low,IR2,Mod,none,Y,Y,Pave
test,1058,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,Ex,Gd,Gd,RFn,Gd,none,None,Lvl,IR2,Gtl,none,Y,Y,Pave
test,1059,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,Fa,Gable,GasA,TA,TA,Normal,1Fam,CulDSac,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,TA,RFn,Gd,none,BrkFace,Lvl,IR2,Gtl,none,Y,Y,Pave
test,1060,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,Unf,Unf,Typ,Attchd,PConc,none,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,RFn,Gd,none,None,Lvl,IR1,Gtl,none,Y,Y,Pave
test,1061,CollgCr,VinylSd,VinylSd,WD,Norm,2Story,Norm,CompShg,GLQ,Unf,Typ,Attchd,PConc,TA,Gable,GasA,TA,TA,Normal,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,Ex,No,Gd,Fin,Gd,none,BrkFace,Lvl,Reg,Gtl,none,Y,Y,Pave
test,1062,CollgCr,HdBoard,HdBoard,WD,Norm,1Story,Norm,CompShg,BLQ,Unf,Typ,Attchd,CBlock,none,Gable,GasA,TA,TA,Family,1Fam,Inside,TA,Gd,TA,SBrkr,none,none,RL,TA,Av,TA,Unf,TA,none,None,Bnk,IR1,Gtl,none,Y,Y,Pave
