,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1248,7,4,60.0,9600.0,1,1,3,3,4,0,17,2,2,0,4,6.0,5.0,1917.0,1950.0,1,1,0,0,3,0.0,3,4,0,3,4,4,5,319.0,6,0.0,416.0,735.0,4,1,0,4,1134.0,924.0,0.0,2058.0,0.0,0.0,1.0,1.0,3.0,1.0,3,8.0,6,1.0,3,5,1950.0,3,2.0,396.0,2,2,1,0.0,0.0,259.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2008.0,8,4
1249,0,3,60.0,7200.0,1,0,3,3,4,0,12,2,2,0,2,5.0,7.0,1950.0,1950.0,1,1,8,8,3,0.0,3,4,1,4,4,4,1,534.0,5,96.0,246.0,876.0,1,4,1,4,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1950.0,3,1.0,276.0,5,5,2,0.0,80.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2007.0,8,4
1250,0,3,93.0,11160.0,1,0,3,3,0,0,12,2,2,0,2,7.0,5.0,1968.0,1968.0,3,1,3,3,3,0.0,2,4,1,4,4,4,0,1065.0,6,0.0,1045.0,2110.0,1,0,1,4,2110.0,0.0,0.0,2110.0,1.0,0.0,2.0,1.0,3.0,1.0,0,8.0,6,2.0,5,1,1968.0,1,2.0,522.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
1251,11,3,68.0,3136.0,1,0,0,3,0,0,16,2,2,4,2,7.0,5.0,2003.0,2003.0,1,1,12,15,4,163.0,2,4,2,3,4,4,6,0.0,6,0.0,1405.0,1405.0,1,0,1,4,1405.0,0.0,0.0,1405.0,0.0,0.0,2.0,0.0,2.0,1.0,2,6.0,6,1.0,3,1,2003.0,2,2.0,478.0,5,5,2,148.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2006.0,8,4
1252,0,3,62.0,9858.0,1,0,3,3,4,0,11,2,2,0,2,5.0,6.0,1968.0,1968.0,1,1,6,6,3,0.0,3,4,1,4,4,4,1,510.0,6,0.0,354.0,864.0,1,4,1,4,874.0,0.0,0.0,874.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,1,1968.0,2,1.0,288.0,5,5,2,33.0,0.0,0.0,0.0,0.0,0.0,0,2,3,600.0,11.0,2009.0,8,4
1253,5,3,68.0,17542.0,1,0,0,3,4,0,24,2,2,0,5,7.0,7.0,1974.0,2003.0,1,1,13,14,3,0.0,2,4,1,4,4,2,4,125.0,0,1031.0,36.0,1192.0,1,4,1,4,1516.0,651.0,0.0,2167.0,1.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,2.0,3,1,1974.0,2,2.0,518.0,5,5,2,220.0,47.0,0.0,0.0,0.0,0.0,0,3,0,0.0,7.0,2007.0,8,4
1254,5,3,60.0,6931.0,1,0,3,3,4,0,7,2,2,0,5,7.0,5.0,2003.0,2004.0,1,1,12,13,4,92.0,2,4,2,3,4,4,6,0.0,6,0.0,746.0,746.0,1,0,1,4,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,3,3,2003.0,1,2.0,397.0,5,5,2,178.0,128.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
1255,4,4,52.0,6240.0,1,0,3,3,4,0,3,2,2,0,0,6.0,6.0,1931.0,1950.0,1,1,13,14,3,0.0,3,4,0,4,1,4,4,425.0,6,0.0,459.0,884.0,1,4,1,0,959.0,408.0,0.0,1367.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,3,5,1978.0,3,1.0,560.0,5,5,2,0.0,0.0,0.0,0.0,120.0,0.0,0,0,0,0.0,11.0,2007.0,8,4
1256,0,3,91.0,14303.0,1,0,0,3,0,0,15,2,2,0,2,8.0,5.0,1994.0,1994.0,3,1,6,6,1,554.0,2,4,2,3,4,2,3,1314.0,6,0.0,672.0,1986.0,1,0,1,4,1987.0,0.0,0.0,1987.0,1.0,0.0,2.0,0.0,2.0,1.0,2,7.0,6,1.0,5,1,1994.0,1,2.0,691.0,5,5,2,262.0,36.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2008.0,8,4
1257,1,3,56.0,4060.0,1,0,3,3,0,0,7,1,2,0,2,5.0,8.0,1922.0,1950.0,1,1,13,14,3,0.0,3,4,2,2,4,4,6,0.0,6,0.0,864.0,864.0,1,0,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,0.0,96.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2009.0,8,4
1258,8,3,59.0,9587.0,1,0,0,3,4,0,8,2,2,0,7,7.0,5.0,2005.0,2005.0,1,1,12,13,4,182.0,2,4,2,3,4,2,3,655.0,6,0.0,201.0,856.0,1,0,1,4,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,0,1,2005.0,1,2.0,400.0,5,5,2,212.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
1259,0,3,65.0,9750.0,1,0,3,3,2,0,12,2,2,0,2,6.0,8.0,1969.0,1969.0,1,1,6,6,3,0.0,3,4,1,3,4,4,0,602.0,4,438.0,14.0,1054.0,1,2,1,4,1054.0,0.0,0.0,1054.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,0,1,1969.0,3,2.0,460.0,5,5,2,180.0,0.0,0.0,0.0,80.0,0.0,0,0,0,0.0,7.0,2008.0,8,4
1260,5,3,68.0,24682.0,1,0,2,3,1,0,8,6,2,0,5,6.0,5.0,1999.0,1999.0,1,1,12,13,3,0.0,3,4,2,3,4,4,6,0.0,6,0.0,841.0,841.0,1,0,1,4,892.0,783.0,0.0,1675.0,0.0,0.0,2.0,1.0,3.0,1.0,3,7.0,6,1.0,5,3,1999.0,1,2.0,502.0,5,5,2,0.0,103.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
1261,0,3,80.0,9600.0,1,0,3,3,4,0,12,2,2,0,2,5.0,6.0,1956.0,1956.0,3,1,8,8,3,0.0,3,4,1,4,4,4,5,504.0,6,0.0,546.0,1050.0,1,2,1,4,1050.0,0.0,0.0,1050.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,1,1956.0,3,1.0,338.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
1262,4,3,68.0,11250.0,1,0,3,3,4,0,4,2,2,0,0,4.0,5.0,1957.0,1989.0,1,1,13,14,3,0.0,3,4,1,4,4,0,6,0.0,6,0.0,1104.0,1104.0,1,0,1,0,1104.0,684.0,0.0,1788.0,1.0,0.0,1.0,0.0,5.0,1.0,3,8.0,3,2.0,5,1,1957.0,3,1.0,304.0,5,5,2,120.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2009.0,8,4
1263,6,3,60.0,13515.0,1,2,3,3,4,0,3,2,2,0,5,6.0,6.0,1919.0,1950.0,2,1,13,14,3,0.0,3,4,2,4,4,4,6,0.0,6,0.0,764.0,764.0,1,0,1,0,1060.0,764.0,0.0,1824.0,0.0,0.0,1.0,0.0,3.0,1.0,3,8.0,6,1.0,3,5,1940.0,3,2.0,520.0,5,5,0,0.0,0.0,126.0,0.0,0.0,0.0,0,1,0,0.0,7.0,2007.0,8,4
1264,11,2,34.0,4060.0,1,0,3,3,4,0,12,2,2,4,2,6.0,5.0,1998.0,1999.0,1,1,8,8,3,0.0,2,4,2,3,4,4,3,266.0,6,0.0,1139.0,1405.0,1,0,1,4,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,2,5.0,6,0.0,0,1,1998.0,1,2.0,511.0,5,5,2,144.0,68.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2008.0,0,0
1265,13,1,35.0,3735.0,1,0,3,3,3,0,21,2,2,4,5,7.0,5.0,1999.0,1999.0,3,1,8,8,1,218.0,2,4,2,3,4,4,3,450.0,6,0.0,241.0,691.0,1,0,1,4,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3.0,1.0,2,6.0,6,0.0,0,5,1999.0,3,2.0,506.0,5,5,2,0.0,34.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2006.0,8,4
1266,15,4,60.0,10120.0,1,0,0,0,4,0,17,1,2,1,4,7.0,4.0,1910.0,1950.0,3,1,13,14,3,0.0,1,4,1,4,4,4,6,0.0,6,0.0,925.0,925.0,1,4,0,1,964.0,925.0,0.0,1889.0,0.0,0.0,1.0,1.0,4.0,2.0,3,9.0,6,1.0,3,5,1960.0,3,1.0,308.0,5,5,0,0.0,0.0,264.0,0.0,0.0,0.0,0,3,0,0.0,1.0,2007.0,8,4
1267,0,3,89.0,13214.0,1,0,0,1,4,0,23,2,2,0,2,9.0,5.0,2008.0,2009.0,3,1,11,5,3,0.0,0,4,2,1,4,2,6,0.0,6,0.0,2002.0,2002.0,1,0,1,4,2018.0,0.0,0.0,2018.0,0.0,0.0,2.0,0.0,3.0,1.0,0,10.0,6,1.0,3,1,2009.0,1,3.0,746.0,5,5,2,144.0,76.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2010.0,8,4
1268,4,3,68.0,14100.0,1,0,0,3,4,1,6,2,2,0,0,8.0,9.0,1935.0,1997.0,1,1,11,12,1,632.0,3,2,1,4,4,3,5,192.0,6,0.0,536.0,728.0,1,0,1,4,1968.0,1479.0,0.0,3447.0,0.0,0.0,3.0,1.0,4.0,1.0,2,11.0,6,2.0,3,3,1982.0,3,3.0,1014.0,5,5,2,314.0,12.0,0.0,0.0,0.0,0.0,0,2,0,0.0,5.0,2008.0,8,4
1269,4,3,78.0,11344.0,1,0,3,3,4,0,12,1,2,0,0,5.0,5.0,1958.0,1958.0,1,1,8,8,1,180.0,3,4,1,4,4,4,1,460.0,6,0.0,414.0,874.0,2,4,1,0,874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,0.0,0,1,1958.0,3,1.0,315.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,7.0,2007.0,8,4
1270,2,3,68.0,23595.0,1,0,3,2,4,2,4,2,2,0,2,7.0,6.0,1979.0,1979.0,5,6,9,10,3,0.0,2,4,2,3,4,2,3,1258.0,6,0.0,74.0,1332.0,1,4,1,4,1332.0,192.0,0.0,1524.0,2.0,0.0,0.0,1.0,0.0,1.0,2,4.0,6,1.0,5,1,1979.0,1,2.0,586.0,5,5,2,268.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
1271,0,3,68.0,9156.0,1,0,0,3,4,0,14,4,2,0,2,6.0,7.0,1968.0,1968.0,3,1,3,3,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,1489.0,1489.0,1,2,1,4,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,3,1,1968.0,2,2.0,462.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8.0,2009.0,8,4
1272,0,3,68.0,13526.0,1,0,0,3,1,0,19,2,2,0,2,5.0,6.0,1965.0,1965.0,3,1,6,10,1,114.0,3,4,1,4,4,4,1,560.0,4,375.0,0.0,935.0,1,4,1,4,935.0,0.0,0.0,935.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,0,1,1965.0,3,1.0,288.0,5,5,2,180.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,11.0,2006.0,8,4
1273,8,3,124.0,11512.0,1,0,0,3,0,0,7,2,2,0,7,6.0,7.0,1959.0,2006.0,1,1,9,10,1,84.0,3,4,1,4,4,0,0,719.0,6,0.0,300.0,1019.0,1,2,1,4,1357.0,0.0,0.0,1357.0,1.0,0.0,1.0,0.0,2.0,1.0,0,5.0,6,1.0,3,2,1959.0,2,1.0,312.0,5,5,2,0.0,0.0,0.0,0.0,163.0,0.0,0,1,0,0.0,5.0,2008.0,8,4
1274,4,3,53.0,5362.0,1,0,3,3,0,0,6,2,2,0,0,5.0,6.0,1910.0,2003.0,1,1,13,15,3,0.0,3,4,2,4,4,4,6,0.0,6,0.0,661.0,661.0,1,0,1,4,661.0,589.0,0.0,1250.0,0.0,0.0,2.0,0.0,3.0,1.0,3,8.0,6,1.0,3,5,1985.0,3,2.0,552.0,5,5,2,242.0,0.0,81.0,0.0,0.0,0.0,0,0,0,0.0,11.0,2007.0,8,4
1275,10,3,95.0,11345.0,1,0,3,3,0,0,12,1,2,2,5,5.0,5.0,1948.0,1950.0,1,4,0,0,4,567.0,3,4,1,4,4,4,5,220.0,6,0.0,708.0,928.0,1,2,1,0,928.0,992.0,0.0,1920.0,0.0,0.0,2.0,0.0,4.0,2.0,3,10.0,6,0.0,0,5,1948.0,3,2.0,400.0,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,2007.0,8,4
1276,5,3,68.0,12936.0,1,0,0,3,1,0,14,2,2,0,5,6.0,6.0,1972.0,1972.0,1,1,6,10,3,0.0,3,4,1,4,2,4,1,593.0,6,0.0,130.0,723.0,1,4,1,4,735.0,660.0,0.0,1395.0,0.0,1.0,1.0,1.0,3.0,1.0,3,6.0,6,1.0,5,1,1972.0,3,2.0,497.0,5,5,2,294.0,116.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2009.0,8,4
1277,8,3,68.0,17871.0,1,0,0,3,1,0,14,2,2,0,7,6.0,5.0,1967.0,1976.0,1,1,6,6,1,359.0,3,4,1,3,4,0,0,528.0,6,0.0,1152.0,1680.0,1,1,1,4,1724.0,0.0,0.0,1724.0,1.0,0.0,1.0,1.0,3.0,1.0,3,7.0,6,1.0,3,1,1967.0,2,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2009.0,8,4
1278,5,3,75.0,9473.0,1,0,3,3,4,0,5,2,2,0,5,8.0,5.0,2002.0,2002.0,1,1,12,13,2,0.0,2,4,2,3,4,4,3,804.0,6,0.0,324.0,1128.0,1,0,1,4,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3.0,1.0,2,7.0,6,1.0,3,1,2002.0,2,2.0,577.0,5,5,2,0.0,211.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2008.0,8,4
1279,4,0,60.0,7500.0,1,0,3,3,4,0,9,2,2,0,0,4.0,4.0,1920.0,1950.0,1,1,8,8,3,0.0,3,2,1,4,4,4,6,0.0,6,0.0,698.0,698.0,1,4,1,0,698.0,430.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,0.0,0,5,1980.0,2,2.0,528.0,5,5,2,30.0,0.0,164.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,0,0
1280,0,3,67.0,9808.0,1,0,0,3,4,0,5,2,2,0,2,7.0,5.0,2002.0,2002.0,1,1,12,13,1,110.0,2,4,2,3,4,4,3,788.0,6,0.0,785.0,1573.0,1,0,1,4,1573.0,0.0,0.0,1573.0,1.0,0.0,2.0,0.0,3.0,1.0,2,6.0,6,0.0,0,1,2002.0,2,2.0,544.0,5,5,2,0.0,72.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,2009.0,8,4
1281,0,3,50.0,8049.0,1,0,0,3,1,0,23,2,2,0,2,7.0,5.0,1990.0,1990.0,3,1,6,6,1,54.0,3,4,1,3,4,4,0,1053.0,6,0.0,256.0,1309.0,1,4,1,4,1339.0,0.0,0.0,1339.0,1.0,0.0,2.0,0.0,2.0,1.0,3,6.0,6,1.0,5,1,1990.0,1,2.0,484.0,3,3,2,0.0,58.0,0.0,0.0,90.0,0.0,0,0,0,0.0,7.0,2006.0,8,4
1282,0,3,61.0,8800.0,1,0,0,3,4,0,5,2,2,0,2,5.0,7.0,1977.0,2008.0,1,1,6,6,3,0.0,3,4,1,3,4,3,4,532.0,5,144.0,364.0,1040.0,1,4,1,4,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,2,5.0,6,0.0,0,5,1977.0,3,2.0,484.0,5,5,2,0.0,0.0,0.0,0.0,288.0,0.0,0,0,0,0.0,9.0,2009.0,8,4
1283,10,3,94.0,9400.0,1,0,3,2,0,0,11,2,2,2,5,6.0,5.0,1971.0,1971.0,4,1,8,15,3,0.0,3,4,1,4,4,0,6,0.0,6,0.0,912.0,912.0,1,4,1,4,912.0,912.0,0.0,1824.0,0.0,0.0,2.0,2.0,4.0,2.0,3,8.0,6,0.0,0,6,0.0,0,0.0,0.0,0,0,2,128.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
1284,4,3,50.0,9638.0,1,0,3,3,4,0,18,1,2,0,0,6.0,7.0,1919.0,1990.0,1,1,13,15,3,0.0,3,4,2,4,4,4,6,0.0,6,0.0,804.0,804.0,1,0,1,4,1699.0,748.0,0.0,2447.0,0.0,0.0,2.0,0.0,4.0,1.0,2,10.0,3,1.0,3,5,1969.0,3,1.0,336.0,5,5,2,272.0,0.0,42.0,0.0,116.0,0.0,0,0,0,0.0,3.0,2010.0,8,4
1285,4,4,50.0,6000.0,1,0,3,3,4,0,3,2,2,0,0,6.0,6.0,1939.0,1950.0,1,1,8,8,3,0.0,3,1,1,4,4,4,6,0.0,6,0.0,780.0,780.0,1,0,1,1,825.0,587.0,0.0,1412.0,0.0,0.0,1.0,0.0,4.0,1.0,3,6.0,6,1.0,3,5,1939.0,3,1.0,280.0,5,5,2,45.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2009.0,8,4
1286,0,3,68.0,9790.0,1,0,3,3,4,0,14,1,2,0,2,6.0,5.0,1963.0,1963.0,3,1,6,6,1,451.0,3,4,1,4,4,4,0,569.0,5,81.0,678.0,1328.0,1,4,1,4,1328.0,0.0,0.0,1328.0,1.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,2.0,3,1,1963.0,3,2.0,528.0,5,5,2,0.0,26.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2010.0,8,4
1287,0,3,68.0,36500.0,1,0,0,2,4,1,4,2,2,0,2,5.0,5.0,1964.0,1964.0,1,1,13,14,0,621.0,3,2,1,4,4,0,5,812.0,6,0.0,812.0,1624.0,1,1,1,4,1582.0,0.0,0.0,1582.0,0.0,1.0,2.0,0.0,4.0,1.0,3,7.0,6,0.0,0,1,1964.0,3,2.0,390.0,5,5,0,168.0,198.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,8,4
1288,11,3,40.0,5664.0,1,0,0,3,4,0,22,2,2,4,2,8.0,5.0,2000.0,2000.0,1,1,5,5,3,0.0,2,4,2,3,4,4,3,1158.0,6,0.0,343.0,1501.0,1,0,1,4,1659.0,0.0,0.0,1659.0,1.0,0.0,2.0,0.0,2.0,1.0,0,5.0,6,1.0,1,1,2000.0,1,2.0,499.0,5,5,2,212.0,59.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2009.0,8,4
1289,5,3,86.0,11065.0,1,0,0,3,4,0,16,2,2,0,5,8.0,5.0,2006.0,2006.0,1,1,12,13,4,788.0,2,4,2,3,4,3,6,0.0,6,0.0,1085.0,1085.0,1,0,1,4,1120.0,850.0,0.0,1970.0,0.0,0.0,2.0,1.0,3.0,1.0,0,8.0,6,1.0,3,3,2006.0,1,3.0,753.0,5,5,2,177.0,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,10.0,2006.0,6,5
1290,8,3,68.0,14112.0,1,0,0,3,0,0,12,2,2,0,7,5.0,7.0,1964.0,1964.0,3,1,13,6,1,86.0,3,4,2,4,4,0,3,1014.0,6,0.0,138.0,1152.0,1,4,1,4,1152.0,0.0,0.0,1152.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,3,1,1964.0,2,2.0,484.0,5,5,2,227.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2010.0,8,4
1291,13,4,21.0,1680.0,1,0,3,3,4,0,2,2,2,3,5,5.0,7.0,1972.0,1972.0,1,1,5,5,1,268.0,3,4,1,4,4,4,0,231.0,6,0.0,399.0,630.0,1,4,1,4,630.0,672.0,0.0,1302.0,0.0,0.0,2.0,1.0,3.0,1.0,3,6.0,6,0.0,0,5,1972.0,3,1.0,264.0,5,5,2,185.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,2009.0,8,4
1292,6,4,60.0,6600.0,1,0,3,3,0,0,17,2,2,0,5,5.0,4.0,1892.0,1965.0,1,1,13,14,3,0.0,3,4,4,4,4,4,6,0.0,6,0.0,994.0,994.0,1,4,0,4,1378.0,994.0,0.0,2372.0,0.0,0.0,2.0,0.0,4.0,2.0,3,11.0,3,0.0,0,1,1985.0,2,1.0,432.0,5,5,2,0.0,287.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2009.0,8,4
1293,5,3,78.0,10140.0,1,0,3,3,4,0,14,2,2,0,5,7.0,5.0,1976.0,1976.0,1,1,6,6,3,0.0,3,4,2,3,4,4,3,194.0,6,0.0,638.0,832.0,1,4,1,4,832.0,832.0,0.0,1664.0,0.0,0.0,2.0,1.0,4.0,1.0,3,8.0,6,1.0,5,1,1976.0,2,2.0,528.0,5,5,2,0.0,28.0,0.0,0.0,259.0,0.0,0,2,0,0.0,3.0,2006.0,8,4
1294,0,3,60.0,8172.0,1,0,3,3,4,0,7,2,2,0,2,5.0,7.0,1955.0,1990.0,3,1,14,10,3,0.0,3,4,1,4,4,4,5,167.0,6,0.0,697.0,864.0,1,4,1,4,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,0,5,1957.0,3,2.0,572.0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2006.0,8,4
1295,0,3,70.0,8400.0,1,0,3,3,4,0,12,1,2,0,2,5.0,5.0,1968.0,1968.0,3,1,6,6,1,168.0,3,4,1,4,4,0,1,1016.0,6,0.0,36.0,1052.0,1,2,1,4,1052.0,0.0,0.0,1052.0,1.0,0.0,1.0,1.0,3.0,1.0,3,5.0,6,0.0,0,1,1968.0,2,1.0,288.0,5,5,2,356.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,11.0,2006.0,8,4
1296,0,3,80.0,8700.0,1,0,3,3,4,0,12,2,2,0,2,5.0,6.0,1963.0,1963.0,3,1,8,8,1,148.0,3,2,1,4,4,3,0,776.0,6,0.0,344.0,1120.0,1,2,1,4,1128.0,0.0,0.0,1128.0,1.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,0,1,1963.0,2,2.0,525.0,5,5,2,192.0,20.0,123.0,0.0,0.0,0.0,0,3,0,0.0,12.0,2008.0,8,4
1297,14,4,35.0,3675.0,1,0,3,3,4,0,7,2,2,4,6,6.0,5.0,2005.0,2006.0,1,1,12,13,1,82.0,3,4,2,3,4,2,3,547.0,6,0.0,0.0,547.0,1,2,1,4,1072.0,0.0,0.0,1072.0,1.0,0.0,2.0,0.0,2.0,1.0,3,5.0,6,0.0,0,2,2005.0,1,2.0,525.0,5,5,2,0.0,44.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6.0,2006.0,6,5
1298,5,3,313.0,63887.0,1,0,2,0,0,0,7,1,2,0,5,10.0,5.0,2008.0,2008.0,3,0,11,12,4,796.0,0,4,2,1,4,2,3,5644.0,6,0.0,466.0,6110.0,1,0,1,4,4692.0,950.0,0.0,5642.0,2.0,0.0,2.0,1.0,3.0,1.0,0,12.0,6,3.0,3,1,2008.0,1,2.0,1418.0,5,5,2,214.0,292.0,0.0,0.0,0.0,480.0,3,0,0,0.0,1.0,2008.0,6,5
1299,0,3,75.0,7500.0,1,0,3,3,4,0,12,2,2,0,2,5.0,7.0,1959.0,1994.0,3,1,3,3,3,0.0,3,4,1,4,4,4,4,340.0,5,906.0,0.0,1246.0,1,0,1,4,1246.0,0.0,0.0,1246.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,0,1,1959.0,2,1.0,305.0,5,5,2,218.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,5.0,2010.0,8,4
1300,5,3,68.0,10762.0,1,0,0,3,1,0,8,2,2,0,5,7.0,5.0,1999.0,1999.0,1,1,12,13,3,344.0,2,4,2,3,4,4,3,694.0,6,0.0,284.0,978.0,1,0,1,4,1005.0,978.0,0.0,1983.0,0.0,0.0,2.0,1.0,3.0,1.0,2,9.0,6,1.0,5,1,1999.0,1,2.0,490.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5.0,2009.0,8,4
1301,6,3,68.0,7500.0,1,0,0,0,4,0,6,2,2,0,5,6.0,7.0,1942.0,1950.0,1,1,13,14,3,0.0,3,4,1,4,4,4,1,547.0,6,0.0,224.0,771.0,1,1,1,4,753.0,741.0,0.0,1494.0,0.0,0.0,1.0,0.0,3.0,1.0,2,7.0,6,2.0,3,1,1942.0,3,1.0,213.0,5,5,1,0.0,0.0,0.0,0.0,224.0,0.0,0,0,0,0.0,11.0,2009.0,8,4
1302,5,3,92.0,10120.0,1,0,3,3,4,0,15,2,2,0,5,8.0,5.0,1994.0,1994.0,3,1,12,13,1,391.0,2,4,2,3,4,4,3,740.0,6,0.0,425.0,1165.0,1,0,1,4,1203.0,1323.0,0.0,2526.0,1.0,0.0,2.0,1.0,4.0,1.0,2,8.0,6,1.0,5,1,1994.0,2,3.0,844.0,5,5,2,309.0,78.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.0,2006.0,8,4
1303,0,3,73.0,8688.0,1,0,3,3,4,0,21,2,2,0,2,7.0,5.0,2005.0,2005.0,1,1,12,13,1,228.0,2,4,2,3,4,0,6,0.0,6,0.0,1616.0,1616.0,1,0,1,4,1616.0,0.0,0.0,1616.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,0,1,2005.0,2,3.0,834.0,5,5,2,208.0,59.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4.0,2006.0,8,4
